show_id,title,sentiment_compound,sentiment_label
s6749,Figaro Pho,-0.5994,negative
s6750,Figures of Speech,0.5267,positive
s6751,Filinta,0.7717,positive
s6752,Filmworker,0.3182,positive
s6753,Filosofi Kopi The Movie,-0.2617,negative
s6754,Final Destination,-0.7689,negative
s6755,Final Destination 2,-0.4615,negative
s6756,Final Destination 3,-0.6597,negative
s6757,Fire at Sea,-0.2732,negative
s6758,Fireflies,0.0772,positive
s6759,First Impression,0.7717,positive
s6760,First Kill,-0.872,negative
s6761,FirstBorn,-0.3612,negative
s6762,Fishpeople,0.2263,positive
s6763,Fishtail,0.4588,positive
s6764,Fit for Fashion,0.765,positive
s6765,Fittest in Dubai,0.4404,positive
s6766,Five Elements Ninjas,-0.7717,negative
s6767,Fix It and Finish It,0.0,neutral
s6768,Flash of Genius,-0.2263,negative
s6769,Flimflam,-0.5994,negative
s6770,Flock of Four,0.6369,positive
s6771,Flowering Heart,0.872,positive
s6772,Flying Guillotine 2,0.1779,positive
s6773,Follow Me,-0.128,negative
s6774,Food: Delicious Science,0.0,neutral
s6775,Footprints in the Sand,0.6808,positive
s6776,Footprints: The Path of Your Life,0.8316,positive
s6777,For Colored Girls,0.34,positive
s6778,For Grace,0.0772,positive
s6779,For Greater Glory,-0.5719,negative
s6780,For Love or Money,-0.8126,negative
s6781,For the Birds,0.4588,positive
s6782,For the Love of Benji,-0.4939,negative
s6783,For the Win,0.7351,positive
s6784,Forbidden Games: The Justin Fashanu Story,0.296,positive
s6785,Forbidden Planet,0.7184,positive
s6786,Forces of Nature,0.6249,positive
s6787,Forever Chape,-0.4019,negative
s6788,Forever Pure,-0.6249,negative
s6789,Forget Me Not,-0.8271,negative
s6790,Forks Over Knives,0.4767,positive
s6791,Four Christmases,-0.4588,negative
s6792,Four Seasons in Havana,0.0,neutral
s6793,Four Weddings and a Funeral,-0.6369,negative
s6794,Fracture,-0.8074,negative
s6795,Frances Ha,0.8795,positive
s6796,Frasier,0.4497,positive
s6797,Freak Show,-0.3182,negative
s6798,Fred Claus,-0.1027,negative
s6799,Free Willy,-0.6808,negative
s6800,Freeway: Crack in the System,-0.3612,negative
s6801,Freezer's Campaign,0.5106,positive
s6802,French Dirty,0.7096,positive
s6803,Freshman Year,0.4215,positive
s6804,Friday Night Tykes,0.3818,positive
s6805,Friday the 13th,-0.4767,negative
s6806,Friend Request,0.8074,positive
s6807,Friends,0.8271,positive
s6808,From Japan to Egypt,0.5859,positive
s6809,From Paris with Love,0.4019,positive
s6810,Froning: The Fittest Man in History,0.7906,positive
s6811,Frozen Planet,0.3818,positive
s6812,Frozen Planet: On Thin Ice,0.0,neutral
s6813,Frozen Planet: The Epic Journey,0.0,neutral
s6814,Frozen River,-0.7579,negative
s6815,Full Out,0.3612,positive
s6816,Functional Fitness,0.4019,positive
s6817,Furie,0.0,neutral
s6818,Furthest Witness,-0.5423,negative
s6819,G-Force,0.4019,positive
s6820,Gabriel and the Mountain,-0.2732,negative
s6821,Gabru: Hip Hop Revolution,0.4019,positive
s6822,Gagarin: First in Space,-0.5106,negative
s6823,Galavant,0.891,positive
s6824,Galih dan Ratna,0.7003,positive
s6825,Game Winning Hit,-0.0772,negative
s6826,Gangs of Hassepur,0.4588,positive
s6827,Gangs of New York,-0.6486,negative
s6828,Gargantia on the Verdurous Planet,-0.34,negative
s6829,Garuda Di Dadaku,0.7232,positive
s6830,Garuda in My Heart 2,0.9051,positive
s6831,Gehenna: Where Death Lives,-0.802,negative
s6832,Gelo,-0.5994,negative
s6833,Gemini,0.6577,positive
s6834,Gender Revolution: A Journey with Katie Couric,0.0,neutral
s6835,Genius of the Ancient World,0.0,neutral
s6836,Genius of the Modern World,0.5106,positive
s6837,Gentlemen and Gangsters,0.0258,neutral
s6838,George of the Jungle 2,-0.2815,negative
s6839,Geronimo Stilton,0.7964,positive
s6840,Get Him to the Greek,0.4767,positive
s6841,Get Santa,0.0258,neutral
s6842,Get Shorty,-0.296,negative
s6843,Get Smart,-0.785,negative
s6844,Getting Played,-0.7184,negative
s6845,Ghayal,-0.9477,negative
s6846,Ghost House,-0.3612,negative
s6847,Ghost Pain,-0.9306,negative
s6848,Ghost Rider,0.8225,positive
s6849,Ghost Tears,-0.875,negative
s6850,Ghost Town Gold,-0.2023,negative
s6851,Ghost Whispers,0.4019,positive
s6852,Ghulam-E-Musthafa,-0.743,negative
s6853,Gie,0.7184,positive
s6854,Gigi,0.8625,positive
s6855,Ginger & Rosa,-0.4215,negative
s6856,"Girl, Boy, Bakla, Tomboy",-0.8765,negative
s6857,GLOW: The Story of the Gorgeous Ladies of Wrestling,0.7506,positive
s6858,Glowing Embers,0.7906,positive
s6859,God Bless the Broken Road,-0.7717,negative
s6860,God Knows Where I Am,-0.6486,negative
s6861,God of War,0.4588,positive
s6862,God's Not Dead,-0.4939,negative
s6863,God's Not Dead: A Light in Darkness,-0.2023,negative
s6864,God's Own Country,0.5267,positive
s6865,Gol Maal,-0.1027,negative
s6866,Golden Time,0.0516,positive
s6867,GoldenEye,-0.7003,negative
s6868,Goldie,0.3818,positive
s6869,Goldie & Bear,0.9022,positive
s6870,Goldstone,-0.0516,negative
s6871,Golmaal: Fun Unlimited,-0.4939,negative
s6872,Gomorrah,-0.6705,negative
s6873,Gone are the Days,-0.4404,negative
s6874,Gonul,-0.3182,negative
s6875,Good Kids,0.6369,positive
s6876,Good Kill,0.6597,positive
s6877,Good Kisser,0.4118,positive
s6878,Good Luck,0.296,positive
s6879,"Good Night, and Good Luck",-0.5267,negative
s6880,Good People,-0.8651,negative
s6881,GoodFellas,-0.8126,negative
s6882,Gook,-0.8481,negative
s6883,Goon,-0.6705,negative
s6884,Goosebumps 2: Haunted Halloween,-0.296,negative
s6885,Gosford Park,-0.4404,negative
s6886,Gossip Girl,0.0,neutral
s6887,Gothika,-0.7269,negative
s6888,Gour Hari Dastaan: The Freedom File,0.6908,positive
s6889,Gran Torino,-0.9001,negative
s6890,Grand Designs,0.4767,positive
s6891,Grand Hotel,0.3182,positive
s6892,Grand Masti,0.7506,positive
s6893,Grass,0.6808,positive
s6894,Grease,0.6808,positive
s6895,Great Interior Design Challenge,0.0,neutral
s6896,Great Yellowstone Thaw,0.0,neutral
s6897,Green Room,0.0,neutral
s6898,Green White Green (And All the Beautiful Colours in My Mosaic of Madness),0.0,neutral
s6899,Gringo: The Dangerous Life of John McAfee,-0.128,negative
s6900,Growing Up Coy,-0.3774,negative
s6901,Gun Runners,0.0,neutral
s6902,Gunslinger Girl,0.2144,positive
s6903,Guy Martin: Last Flight of the Vulcan Bomber,0.0,neutral
s6904,Héroes,0.2732,positive
s6905,Hükümet Kadin,0.3612,positive
s6906,Hükümet Kadin 2,-0.3818,negative
s6907,Ha Unlimited,0.8176,positive
s6908,Haapus,0.0,neutral
s6909,Hadi İnşallah,0.5106,positive
s6910,Hairspray,0.4767,positive
s6911,HALO Legends,0.0,neutral
s6912,Halo: The Fall of Reach,-0.4939,negative
s6913,Hamara Dil Aapke Paas Hai,0.6428,positive
s6914,Hamburger Hill,-0.8271,negative
s6915,Hamza's Suitcase,-0.765,negative
s6916,Hangman,-0.8591,negative
s6917,Hank: Five Years from the Brink,0.4404,positive
s6918,Hannibal,-0.5267,negative
s6919,Hans Zimmer: Live in Prague,0.0,neutral
s6920,Happy 300 Days,0.8074,positive
s6921,Happy Hunting,-0.4019,negative
s6922,Happy Times,-0.1901,negative
s6923,Happy Valley,-0.6369,negative
s6924,Happyish,0.3818,positive
s6925,Hard Tide,-0.296,negative
s6926,Hardcore Henry,0.3384,positive
s6927,Harlem Globetrotters: The Team That Changed the World,0.296,positive
s6928,Harold & Kumar Escape from Guantanamo Bay,-0.775,negative
s6929,Harold & Kumar Go to White Castle,0.25,positive
s6930,Harold and Lillian: A Hollywood Love Story,0.0,neutral
s6931,Harold Shipman - Driven to Kill,-0.296,negative
s6932,Harriet the Spy: Blog Wars,0.34,positive
s6933,Harry & Bunnie,-0.7184,negative
s6934,Harry and Snowman,0.5106,positive
s6935,Harry Benson: Shoot First,0.0,neutral
s6936,Hart of Dixie,0.0,neutral
s6937,Haseena Maan Jaayegi,-0.4767,negative
s6938,Hati Perempuan,-0.6908,negative
s6939,Haunters: The Art of the Scare,-0.3818,negative
s6940,Haunting on Fraternity Row,-0.7717,negative
s6941,Have You Seen the Listers?,0.0,neutral
s6942,Haven,0.128,positive
s6943,Havenhurst,0.2382,positive
s6944,Haywire,-0.34,negative
s6945,He Named Me Malala,0.0,neutral
s6946,He's Out There,0.0,neutral
s6947,Head Count,-0.34,negative
s6948,Head On,-0.3612,negative
s6949,Heal,-0.1027,negative
s6950,Heartbreakers,-0.2263,negative
s6951,Heartthrob,0.8442,positive
s6952,Heavy Rescue: 401,-0.25,negative
s6953,Hedgehogs,-0.6808,negative
s6954,Helix,0.0,neutral
s6955,Hell and Back,0.7096,positive
s6956,Hell on Wheels,-0.8934,negative
s6957,Hell or High Water,0.5994,positive
s6958,Hellboy,-0.6486,negative
s6959,Her,0.4767,positive
s6960,Her Only Choice,-0.296,negative
s6961,Hera Pheri,0.6705,positive
s6962,Here Alone,-0.0516,negative
s6963,Hero,0.3182,positive
s6964,Herrens veje,0.0,neutral
s6965,Hickok,0.0,neutral
s6966,Hidden Singer,0.0,neutral
s6967,Hide & Seek,-0.886,negative
s6968,Hide and Seek,-0.296,negative
s6969,Highly Strung,0.5095,positive
s6970,Highway Thru Hell,0.2023,positive
s6971,Highway to Heaven,0.7579,positive
s6972,Hinterland,-0.4588,negative
s6973,Hiroshima: The Real History,-0.5719,negative
s6974,Hisss,0.5859,positive
s6975,Historia de un clan,0.2263,positive
s6976,History of Joy,0.4404,positive
s6977,History's Greatest Hoaxes,-0.5859,negative
s6978,Hitch,0.9042,positive
s6979,Hitler's Olympics,0.2023,positive
s6980,Hitler's Steel Beast,0.0,neutral
s6981,Ho Mann Jahaan,0.5106,positive
s6982,Hogie the Globehopper,0.6808,positive
s6983,Hokkabaz,0.3032,positive
s6984,Holding the Man,-0.6705,negative
s6985,Holidays,-0.7096,negative
s6986,Holy Hell,0.296,positive
s6987,Holy Man 2,-0.6249,negative
s6988,Holy Man 3,0.2023,positive
s6989,Hombanna,-0.4588,negative
s6990,Homeland,0.8271,positive
s6991,Honey 2,0.34,positive
s6992,Honey: Rise Up and Dance,0.9323,positive
s6993,Hoodwinked Too! Hood vs. Evil,0.7184,positive
s6994,Hope Aur Hum,0.0,neutral
s6995,Hope Springs Eternal,-0.8625,negative
s6996,Hope: One in a Billion,0.9319,positive
s6997,Hormones,-0.765,negative
s6998,Horns,-0.8402,negative
s6999,Horror Homes,-0.0258,neutral
s7000,Horror Story,-0.7506,negative
s7001,Hostage to the Devil,-0.3612,negative
s7002,Hostages,-0.8225,negative
s7003,Hostiles,0.6478,positive
s7004,Hot Bot,-0.4854,negative
s7005,Hot Property,-0.9428,negative
s7006,Hot Rod,0.5385,positive
s7007,Hotel Beau Séjour,-0.5719,negative
s7008,Hotel Pacific,-0.296,negative
s7009,Hotel Transylvania 3: Summer Vacation,0.6124,positive
s7010,House at the End of the Street,-0.8516,negative
s7011,House of Z,0.128,positive
s7012,"Houston, We Have a Problem!",-0.3818,negative
s7013,How the Beatles Changed the World,0.0,neutral
s7014,How the Grinch Stole Christmas,0.4019,positive
s7015,How to Be a Latin Lover,-0.1531,negative
s7016,How to Be a Player,-0.1779,negative
s7017,How to Change the World,-0.25,negative
s7018,How to Live Mortgage Free with Sarah Beeny,0.8176,positive
s7019,How to Make an American Quilt,0.0,neutral
s7020,How to Win the US Presidency,0.0772,positive
s7021,Hridaynath,0.6808,positive
s7022,Hulk Vs.,0.7089,positive
s7023,Hum Saath-Saath Hain,0.0258,neutral
s7024,Humko Deewana Kar Gaye,0.7906,positive
s7025,Humsafar,0.4215,positive
s7026,Hungerford,-0.34,negative
s7027,Hunt to Kill,-0.9169,negative
s7028,Hunter's Prayer,-0.8885,negative
s7029,Hunters of the South Seas,0.3535,positive
s7030,Huntik: Secrets and Seekers,-0.6124,negative
s7031,Hurricane Bianca,-0.8271,negative
s7032,Hurricane Bianca: From Russia With Hate,-0.6597,negative
s7033,Hustle & Flow,0.7227,positive
s7034,Hyori's Bed & Breakfast,0.8807,positive
s7035,Hypersomnia,0.1027,positive
s7036,I Am,-0.7845,negative
s7037,I Am Bolt,0.5994,positive
s7038,I Am Jane Doe,-0.34,negative
s7039,I Am Maris,-0.3182,negative
s7040,I Am Me!,0.3818,positive
s7041,I Am Not Madame Bovary,0.6808,positive
s7042,I Am Sun Mu,-0.0772,negative
s7043,I Am Vengeance,-0.6908,negative
s7044,I Am Wrath,-0.743,negative
s7045,I Don't Know How She Does It,0.743,positive
s7046,I Dream Of Dance,0.5859,positive
s7047,I Fine... Thank You... Love You,0.1901,positive
s7048,"I, Daniel Blake",-0.7269,negative
s7049,I'll See You in My Dreams,0.0,neutral
s7050,I'm in Love with a Church Girl,0.7543,positive
s7051,I'm Sorry,0.5859,positive
s7052,Ice Guardians,-0.4767,negative
s7053,Iceman,-0.3818,negative
s7054,Ideachi Kalpana,0.0,neutral
s7055,Idiotest,0.296,positive
s7056,Igor,0.8074,positive
s7057,Iliza Shlesinger: War Paint,0.743,positive
s7058,Imagine That,0.0516,positive
s7059,Immoral Tales,-0.0258,neutral
s7060,In Between,0.891,positive
s7061,In Search of Fellini,0.5106,positive
s7062,In The Deep,0.1779,positive
s7063,Incir Receli 2,0.4767,positive
s7064,Incoming,-0.891,negative
s7065,Incomplete,0.9001,positive
s7066,Inconceivable,-0.5267,negative
s7067,Incorruptible,0.0,neutral
s7068,Incredibles 2 (Spanish Version),-0.0772,negative
s7069,INDIA,0.4215,positive
s7070,India: Nature's Wonderland,0.3612,positive
s7071,Indiana Jones and the Kingdom of the Crystal Skull,0.0,neutral
s7072,Indiana Jones and the Last Crusade,0.3182,positive
s7073,Indiana Jones and the Raiders of the Lost Ark,0.0,neutral
s7074,Indiana Jones and the Temple of Doom,-0.296,negative
s7075,Indiscretion,-0.4215,negative
s7076,Inequality for All,-0.5423,negative
s7077,Influx,-0.3818,negative
s7078,Inglourious Basterds,-0.4588,negative
s7079,Inkheart,0.3182,positive
s7080,Insan,-0.743,negative
s7081,Inside The Freemasons,0.0,neutral
s7082,Inside the Mind of a Serial Killer,-0.6771,negative
s7083,Inside the Mossad,0.4767,positive
s7084,Inst@famous,0.6249,positive
s7085,Instructions Not Included,0.0,neutral
s7086,Intelligence,-0.6124,negative
s7087,Internet Famous,0.7184,positive
s7088,Into the Forest,-0.8225,negative
s7089,Inuyasha the Movie - L'isola del fuoco scarlatto,0.4019,positive
s7090,Inuyasha the Movie - La spada del dominatore del mondo,-0.0772,negative
s7091,InuYasha: The Movie 2: The Castle Beyond the Looking Glass,-0.7269,negative
s7092,Invictus,0.0,neutral
s7093,Invisible Essence: The Little Prince,0.0,neutral
s7094,Inxeba,0.4939,positive
s7095,Iqbal,0.6249,positive
s7096,Irada Pakka,0.0129,neutral
s7097,Iron Cowboy: The Story of the 50.50.50,0.0,neutral
s7098,Iron Man & Captain America: Heroes United,-0.2732,negative
s7099,Iron Man: Armored Adventures,-0.3818,negative
s7100,Ishqedarriyaan,0.8625,positive
s7101,Islands of the Future,0.2732,positive
s7102,마녀사냥,0.34,positive
s7103,Issaq,0.0516,positive
s7104,It Takes Two,0.743,positive
s7105,It's Fine,0.25,positive
s7106,It's Now or Never,-0.4767,negative
s7107,"It's Okay, Buddy",-0.5018,negative
s7108,Iverson,0.0,neutral
s7109,최강전사 미니특공대 : 영웅의 탄생,0.7096,positive
s7110,Jaan-E-Mann: Let's Fall in Love... Again,-0.7792,negative
s7111,Jack and the Cuckoo-Clock Heart,0.4767,positive
s7112,Jack of all Trades,0.0,neutral
s7113,Jack Taylor,-0.5423,negative
s7114,Jackie Brown,-0.1027,negative
s7115,Jackpot,0.6808,positive
s7116,Jail,-0.6486,negative
s7117,Jake's Buccaneer Blast,0.6705,positive
s7118,Jal,0.3818,positive
s7119,Jalpari: The Desert Mermaid,0.5574,positive
s7120,Janaan,0.4215,positive
s7121,Japanese Style Originator,0.0,neutral
s7122,Jay and Silent Bob Strike Back,-0.5267,negative
s7123,Jealousy and medicine,0.0,neutral
s7124,Jeopardy!,0.0,neutral
s7125,Jeremy Scott: The People's Designer,0.4404,positive
s7126,Jericho,-0.8847,negative
s7127,Jersey Boys,0.0,neutral
s7128,Jesus: Countdown to Calvary,0.0,neutral
s7129,Jewel's Catch One,0.6597,positive
s7130,Jhansi Ki Rani,0.0258,neutral
s7131,Jimi Hendrix,0.4767,positive
s7132,JingleKids,0.8402,positive
s7133,Jiro Dreams of Sushi,0.0,neutral
s7134,Jis Desh Men Ganga Behti Hai,-0.6705,negative
s7135,Joe Cocker: Mad Dog with Soul,0.0516,positive
s7136,John & Jane,-0.0516,negative
s7137,John Carter,-0.8225,negative
s7138,John Day,-0.9201,negative
s7139,John Mellencamp: Plain Spoken,0.0,neutral
s7140,Jonathan,0.1531,positive
s7141,Jonathan Strange & Mr Norrell,0.5994,positive
s7142,Jora 10 Numbaria,-0.7906,negative
s7143,Juana Brava,0.0,neutral
s7144,Juana Inés,0.6369,positive
s7145,Judwaa,-0.5423,negative
s7146,Judy Moody and the Not Bummer Summer,-0.4404,negative
s7147,Jugaad,0.0,neutral
s7148,Julie & Julia,0.4767,positive
s7149,Julius Jr.,0.8442,positive
s7150,Jumping the Broom,0.5574,positive
s7151,Junebug,-0.4019,negative
s7152,Jupiter Ascending,0.0,neutral
s7153,Just Friends,0.5859,positive
s7154,"Justice, My Foot!",-0.8957,negative
s7155,Justin Bieber: Never Say Never,0.5267,positive
s7156,K,-0.3818,negative
s7157,K-19: The Widowmaker,0.0258,neutral
s7158,Kaçak,-0.2263,negative
s7159,Kaabil,-0.9073,negative
s7160,Kaakan,0.4939,positive
s7161,Kaalia,-0.93,negative
s7162,Kaaliyan,-0.6597,negative
s7163,Kabali (Hindi Version),0.8555,positive
s7164,Kacche Dhaagey,0.2732,positive
s7165,Kahlil Gibran's The Prophet,-0.5994,negative
s7166,Kajraare,-0.0129,neutral
s7167,Kaleidoscope,0.34,positive
s7168,Kalki,0.7579,positive
s7169,Kanika,-0.6597,negative
s7170,Karzzzz,-0.9062,negative
s7171,Kate & Leopold,0.5859,positive
s7172,Katha,0.9278,positive
s7173,Katt Williams: Live,0.8176,positive
s7174,Kaviyude Osyath,0.2023,positive
s7175,Kay Dyache Bola,-0.743,negative
s7176,Ken Burns: The Civil War,-0.7579,negative
s7177,Ken Burns: The Roosevelts: An Intimate History,0.0,neutral
s7178,Ken Burns: The West,0.0772,positive
s7179,Kevin Hart: Laugh at My Pain,0.6486,positive
s7180,Kevin Hart: Let Me Explain,0.34,positive
s7181,Kevin Hart: Seriously Funny,0.3818,positive
s7182,Kevyn Aucoin: Beauty & the Beast in Me,0.2023,positive
s7183,Khaani,0.7351,positive
s7184,Khalnayak,-0.6705,negative
s7185,Khan: No. 1 Crime Hunter,0.25,positive
s7186,Khelti Hai Zindagi Aankh Micholi,-0.4404,negative
s7187,Khosla Ka Ghosla,-0.8271,negative
s7188,Khotey Sikkey,0.0,neutral
s7189,Khubsoorat,0.0772,positive
s7190,Khushi,0.5994,positive
s7191,Kia and Cosmos,-0.4588,negative
s7192,Kickboxer: Retaliation,-0.875,negative
s7193,Kickboxer: Vengeance,-0.4588,negative
s7194,Kicking and Screaming,-0.0516,negative
s7195,Kid Kulafu,-0.6249,negative
s7196,Kidnapping Mr. Heineken,-0.128,negative
s7197,Kikoriki,0.8176,positive
s7198,Kill Bill: Vol. 1,-0.3506,negative
s7199,Kill Bill: Vol. 2,0.3919,positive
s7200,Kill Command,-0.5423,negative
s7201,Kill Hitler! The Luck of the Devil,-0.8402,negative
s7202,Kill Ratio,-0.0258,neutral
s7203,Kill the Irishman,-0.2023,negative
s7204,Killer Klowns from Outer Space,-0.765,negative
s7205,Killers,0.8074,positive
s7206,Kills on Wheels,0.2732,positive
s7207,Kilo Two Bravo,0.0,neutral
s7208,King Jack,-0.4939,negative
s7209,King's Ransom,-0.7579,negative
s7210,Kingdoms of the Sky,0.34,positive
s7211,Kingpin,0.2263,positive
s7212,Kings,-0.296,negative
s7213,Kis Kisko Pyaar Karoon,-0.6369,negative
s7214,Kiss the Girls,-0.7351,negative
s7215,Kiss The Series,-0.0516,negative
s7216,Kitten Rescuers,0.7906,positive
s7217,KL Zombi,0.0,neutral
s7218,Knights of Sidonia,0.8176,positive
s7219,Knock Knock,0.6249,positive
s7220,Know Your Enemy - Japan,-0.4854,negative
s7221,Knowing,0.0,neutral
s7222,Koko: The Gorilla Who Talks,0.4404,positive
s7223,Kon Kon Kon,-0.3818,negative
s7224,Kon-Tiki,0.7351,positive
s7225,Koshish,0.296,positive
s7226,Kraftidioten,-0.8625,negative
s7227,Krish Trish and Baltiboy,0.0,neutral
s7228,Krish Trish and Baltiboy: Battle of Wits,-0.4215,negative
s7229,Krish Trish and Baltiboy: Best Friends Forever,0.4404,positive
s7230,Krish Trish and Baltiboy: Comics of India,0.5267,positive
s7231,Krish Trish and Baltiboy: Face Your Fears,-0.8591,negative
s7232,Krish Trish and Baltiboy: Oversmartness Never Pays,-0.5574,negative
s7233,Krish Trish and Baltiboy: Part II,0.0258,neutral
s7234,Krish Trish and Baltiboy: The Greatest Trick,-0.6369,negative
s7235,Krisha,-0.9587,negative
s7236,Krishna Balram,-0.4215,negative
s7237,Kristy,0.25,positive
s7238,Krystal,0.0,neutral
s7239,Kuldip Patwal: I Didn't Do It!,-0.9153,negative
s7240,Kung Fu Hustle,-0.4215,negative
s7241,Kung Fu Magoo,-0.9403,negative
s7242,Kung Fu Panda: Holiday,-0.2263,negative
s7243,Kung Fu Yoga,-0.25,negative
s7244,Kuppivala,0.8442,positive
s7245,Kurt & Courtney,0.5267,positive
s7246,Kurt Seyit & Sura,0.3818,positive
s7247,Kurtulus Son Durak,-0.4404,negative
s7248,Kya Kehna,0.296,positive
s7249,Kygo: Live at the Hollywood Bowl,0.5994,positive
s7250,Kyun! Ho Gaya Na,0.7096,positive
s7251,La Última Fiesta,0.7184,positive
s7252,LA 92,0.4404,positive
s7253,La Bamba,-0.2903,negative
s7254,La Coppia dei Campioni,0.5859,positive
s7255,La Familia P. Luche,0.0,neutral
s7256,La Femme,0.0,neutral
s7257,La Piloto,-0.5994,negative
s7258,La Rosa de Guadalupe,0.9349,positive
s7259,La Viuda Negra,-0.4588,negative
s7260,Laal Rang,0.6124,positive
s7261,Laddaland,-0.5719,negative
s7262,Lady Bloodfight,-0.0387,neutral
s7263,Lady in the Water,0.4019,positive
s7264,Lady-Like,0.891,positive
s7265,"Lady, la vendedora de rosas",0.4404,positive
s7266,Lalbaug Parel: Zali Mumbai Sonyachi,-0.7351,negative
s7267,Land Girls,0.4404,positive
s7268,Larceny,-0.9169,negative
s7269,Last,-0.4215,negative
s7270,Last Ferry,-0.1531,negative
s7271,Last Knights,-0.7351,negative
s7272,Last Night,0.4588,positive
s7273,Le K Benzema,-0.4404,negative
s7274,Le serment des Hitler,0.0,neutral
s7275,Leap Year,0.8462,positive
s7276,LeapFrog: Letter Factory,0.6908,positive
s7277,LeapFrog: Numberland,0.8176,positive
s7278,LeapFrog: Phonics Farm,0.4939,positive
s7279,"LeapFrog: Sing-along, Read-along",0.8313,positive
s7280,Learning Time with Timmy,0.7184,positive
s7281,Lechmi,-0.743,negative
s7282,Left Behind,-0.0772,negative
s7283,Legend of the Guardians: The Owls of Ga'Hoole,0.4939,positive
s7284,Legend of the Naga Pearls,0.5267,positive
s7285,Legendary Weapons of China,-0.743,negative
s7286,Legends of Strength,0.8442,positive
s7287,Legion,-0.4878,negative
s7288,Lego Friends,0.4767,positive
s7289,Lego Friends: Girls on a Mission,0.8625,positive
s7290,LEGO House - Home of the Brick,0.0,neutral
s7291,LEGO Ninjago: Masters of Spinjitzu: Day of the Departed,-0.8957,negative
s7292,Leo & Tig,0.8271,positive
s7293,Leo the Lion,0.0,neutral
s7294,"Les Bleus - Une autre histoire de France, 1996-2016",0.0,neutral
s7295,Let There Be Light,-0.7096,negative
s7296,Leyla and Mecnun,0.0,neutral
s7297,Lez Bomb,0.0,neutral
s7298,License to Drill: Louisiana,0.802,positive
s7299,Life After Beth,0.0,neutral
s7300,Life in the Doghouse,0.7351,positive
s7301,Life on Location,0.0,neutral
s7302,Life Story,0.0,neutral
s7303,Lifechanger,-0.714,negative
s7304,Lifeline,0.5106,positive
s7305,Like Arrows,0.836,positive
s7306,Like Water for Chocolate,0.0,neutral
s7307,Lila & Eve,-0.5859,negative
s7308,Limmy's Show!,0.296,positive
s7309,Lincoln,-0.5994,negative
s7310,Lion's Heart,-0.7351,negative
s7311,Listen Up! The Lives of Quincy Jones,0.7178,positive
s7312,Little Dragon Maiden,0.431,positive
s7313,Little Lunch,0.3818,positive
s7314,Little Lunch: The Halloween Horror Story,0.3182,positive
s7315,Little Lunch: The Nightmare Before Graduation,0.34,positive
s7316,Little Men,0.7184,positive
s7317,Little Nicky,0.0516,positive
s7318,Little Singham aur Kaal ka Mahajaal,-0.4404,negative
s7319,Little Singham Bandarpur Mein Hu Ha Hu,-0.1759,negative
s7320,Little Singham in London,-0.7783,negative
s7321,Little Sister,-0.2732,negative
s7322,Liv and Maddie,0.0,neutral
s7323,Lizzie Borden Took an Ax,-0.7783,negative
s7324,Lo and Behold: Reveries of the Connected World,0.1531,positive
s7325,Lo que la verdad esconde: El caso Asunta (Operacion Nenúfar),-0.8689,negative
s7326,Lo que la vida me robó,-0.5574,negative
s7327,"Lock, Stock and Two Smoking Barrels",0.0772,positive
s7328,Locke,0.0,neutral
s7329,Lockout,0.4215,positive
s7330,Loco Love,-0.8151,negative
s7331,Logan's Run,-0.2144,negative
s7332,LoliRock,-0.128,negative
s7333,Lolita,-0.4019,negative
s7334,London Spy,0.1531,positive
s7335,Long Time Running,-0.1027,negative
s7336,"Look Out, Officer",-0.7184,negative
s7337,Look Who's Back,0.5994,positive
s7338,Lorai: Play to Live,-0.4588,negative
s7339,Los 10 años de Peter Capusotto,0.3818,positive
s7340,Los Niños Héroes de Chapultepec,-0.3818,negative
s7341,Los tiempos de Pablo Escobar,-0.7056,negative
s7342,Losing Sight of Shore,0.7096,positive
s7343,Lost Girl,0.2732,positive
s7344,Love Cuisine,0.6908,positive
s7345,Love Dot Com: The Social Experiment,0.5574,positive
s7346,Love In A Puff,-0.5574,negative
s7347,Love Ni Bhavai,-0.5667,negative
s7348,Love on Delivery,-0.2585,negative
s7349,Love Rain,0.4404,positive
s7350,Love Rhythms - Accidental Daddy,0.3612,positive
s7351,Love Shot,0.8126,positive
s7352,Love Station,0.9294,positive
s7353,Love You... Love You Not,0.6369,positive
s7354,Love Your Garden,0.25,positive
s7355,"Love, Rosie",0.0772,positive
s7356,LoveTrue,0.6369,positive
s7357,Loving Annabelle,0.4215,positive
s7358,Loving You,-0.2023,negative
s7359,Lucha: Playing the Impossible,0.8689,positive
s7360,Lucky Days,0.128,positive
s7361,Lucky: No Time for Love,0.3182,positive
s7362,Lupt,-0.4404,negative
s7363,Lusers,-0.1531,negative
s7364,Ma Chu Ka,-0.4404,negative
s7365,Maacher Jhol,0.0772,positive
s7366,Mac & Devin Go to High School,0.0,neutral
s7367,Macchli Jal Ki Rani Hai,0.0,neutral
s7368,Mad Max,-0.6124,negative
s7369,Mad Men,0.5106,positive
s7370,Mad Money,-0.4939,negative
s7371,Mad Ron's Prevues from Hell,-0.2263,negative
s7372,Mad World,-0.8126,negative
s7373,Madaari,-0.2263,negative
s7374,Maddman: The Steve Madden Story,-0.4404,negative
s7375,Madre,-0.9072,negative
s7376,Maggie & Bianca: Fashion Friends,0.0,neutral
